a,b,s,d,flag,day,t
70,495000,tag0,94.5,false,1971-05-11,2013-07-15 10:11:35
71,496000,tag1,0.0,true,1971-05-12,2013-07-15 10:11:36
72,497000,tag2,1.5,false,1971-05-13,2013-07-15 10:11:37
73,498000,tag3,3.0,true,1971-05-14,2013-07-15 10:11:38
74,499000,,4.5,false,1971-05-15,2013-07-15 10:11:39
75,500000,tag0,6.0,true,1971-05-16,2013-07-15 10:11:40
76,501000,tag1,7.5,false,1971-05-17,2013-07-15 10:11:41
77,502000,tag2,9.0,true,1971-05-18,2013-07-15 10:11:42
78,503000,tag3,10.5,false,1971-05-19,2013-07-15 10:11:43
79,504000,tag4,12.0,true,1971-05-20,2013-07-15 10:11:44
80,505000,tag0,13.5,false,1971-05-21,2013-07-15 10:11:45
81,506000,,15.0,true,1971-05-22,2013-07-15 10:11:46
82,507000,tag2,16.5,false,1971-05-23,2013-07-15 10:11:47
83,508000,tag3,18.0,true,1971-05-24,2013-07-15 10:11:48
84,509000,tag4,19.5,false,1971-05-25,2013-07-15 10:11:49
85,510000,tag0,21.0,true,1971-05-26,2013-07-15 10:11:50
86,511000,tag1,22.5,false,1971-05-27,2013-07-15 10:11:51
87,512000,tag2,24.0,true,1971-05-28,2013-07-15 10:11:52
88,513000,,25.5,false,1971-05-29,2013-07-15 10:11:53
89,514000,tag4,27.0,true,1971-05-30,2013-07-15 10:11:54
90,515000,tag0,28.5,false,1971-05-31,2013-07-15 10:11:55
91,516000,tag1,30.0,true,1971-06-01,2013-07-15 10:11:56
92,517000,tag2,31.5,false,1971-06-02,2013-07-15 10:11:57
93,518000,tag3,33.0,true,1971-06-03,2013-07-15 10:11:58
94,519000,tag4,34.5,false,1971-06-04,2013-07-15 10:11:59
95,520000,,36.0,true,1971-06-05,2013-07-15 10:12:00
96,521000,tag1,37.5,false,1971-06-06,2013-07-15 10:12:01
0,522000,tag2,39.0,true,1971-06-07,2013-07-15 10:12:02
1,523000,tag3,40.5,false,1971-06-08,2013-07-15 10:12:03
2,524000,tag4,42.0,true,1971-06-09,2013-07-15 10:12:04
3,525000,tag0,43.5,false,1971-06-10,2013-07-15 10:12:05
4,526000,tag1,45.0,true,1971-06-11,2013-07-15 10:12:06
5,527000,,46.5,false,1971-06-12,2013-07-15 10:12:07
6,528000,tag3,48.0,true,1971-06-13,2013-07-15 10:12:08
7,529000,tag4,49.5,false,1971-06-14,2013-07-15 10:12:09
8,530000,tag0,51.0,true,1971-06-15,2013-07-15 10:12:10
9,531000,tag1,52.5,false,1971-06-16,2013-07-15 10:12:11
10,532000,tag2,54.0,true,1971-06-17,2013-07-15 10:12:12
11,533000,tag3,55.5,false,1971-06-18,2013-07-15 10:12:13
12,534000,,57.0,true,1971-06-19,2013-07-15 10:12:14
13,535000,tag0,58.5,false,1971-06-20,2013-07-15 10:12:15
14,536000,tag1,60.0,true,1971-06-21,2013-07-15 10:12:16
15,537000,tag2,61.5,false,1971-06-22,2013-07-15 10:12:17
16,538000,tag3,63.0,true,1971-06-23,2013-07-15 10:12:18
17,539000,tag4,64.5,false,1971-06-24,2013-07-15 10:12:19
18,540000,tag0,66.0,true,1971-06-25,2013-07-15 10:12:20
19,541000,,67.5,false,1971-06-26,2013-07-15 10:12:21
20,542000,tag2,69.0,true,1971-06-27,2013-07-15 10:12:22
21,543000,tag3,70.5,false,1971-06-28,2013-07-15 10:12:23
22,544000,tag4,72.0,true,1971-06-29,2013-07-15 10:12:24
23,545000,tag0,73.5,false,1971-06-30,2013-07-15 10:12:25
24,546000,tag1,75.0,true,1971-07-01,2013-07-15 10:12:26
25,547000,tag2,76.5,false,1971-07-02,2013-07-15 10:12:27
26,548000,,78.0,true,1971-07-03,2013-07-15 10:12:28
27,549000,tag4,79.5,false,1971-07-04,2013-07-15 10:12:29
28,550000,tag0,81.0,true,1971-07-05,2013-07-15 10:12:30
29,551000,tag1,82.5,false,1971-07-06,2013-07-15 10:12:31
30,552000,tag2,84.0,true,1971-07-07,2013-07-15 10:12:32
31,553000,tag3,85.5,false,1971-07-08,2013-07-15 10:12:33
32,554000,tag4,87.0,true,1971-07-09,2013-07-15 10:12:34
33,555000,,88.5,false,1971-07-10,2013-07-15 10:12:35
34,556000,tag1,90.0,true,1971-07-11,2013-07-15 10:12:36
35,557000,tag2,91.5,false,1971-07-12,2013-07-15 10:12:37
36,558000,tag3,93.0,true,1971-07-13,2013-07-15 10:12:38
37,559000,tag4,94.5,false,1971-07-14,2013-07-15 10:12:39
38,560000,tag0,0.0,true,1971-07-15,2013-07-15 10:12:40
39,561000,tag1,1.5,false,1971-07-16,2013-07-15 10:12:41
40,562000,,3.0,true,1971-07-17,2013-07-15 10:12:42
41,563000,tag3,4.5,false,1971-07-18,2013-07-15 10:12:43
42,564000,tag4,6.0,true,1971-07-19,2013-07-15 10:12:44
43,565000,tag0,7.5,false,1971-07-20,2013-07-15 10:12:45
44,566000,tag1,9.0,true,1971-07-21,2013-07-15 10:12:46
45,567000,tag2,10.5,false,1971-07-22,2013-07-15 10:12:47
46,568000,tag3,12.0,true,1971-07-23,2013-07-15 10:12:48
47,569000,,13.5,false,1971-07-24,2013-07-15 10:12:49
48,570000,tag0,15.0,true,1971-07-25,2013-07-15 10:12:50
49,571000,tag1,16.5,false,1971-07-26,2013-07-15 10:12:51
50,572000,tag2,18.0,true,1971-07-27,2013-07-15 10:12:52
51,573000,tag3,19.5,false,1971-07-28,2013-07-15 10:12:53
52,574000,tag4,21.0,true,1971-07-29,2013-07-15 10:12:54
53,575000,tag0,22.5,false,1971-07-30,2013-07-15 10:12:55
54,576000,,24.0,true,1971-07-31,2013-07-15 10:12:56
55,577000,tag2,25.5,false,1971-08-01,2013-07-15 10:12:57
56,578000,tag3,27.0,true,1971-08-02,2013-07-15 10:12:58
57,579000,tag4,28.5,false,1971-08-03,2013-07-15 10:12:59
58,580000,tag0,30.0,true,1971-08-04,2013-07-15 10:13:00
59,581000,tag1,31.5,false,1971-08-05,2013-07-15 10:13:01
60,582000,tag2,33.0,true,1971-08-06,2013-07-15 10:13:02
61,583000,,34.5,false,1971-08-07,2013-07-15 10:13:03
62,584000,tag4,36.0,true,1971-08-08,2013-07-15 10:13:04
63,585000,tag0,37.5,false,1971-08-09,2013-07-15 10:13:05
64,586000,tag1,39.0,true,1971-08-10,2013-07-15 10:13:06
65,587000,tag2,40.5,false,1971-08-11,2013-07-15 10:13:07
66,588000,tag3,42.0,true,1971-08-12,2013-07-15 10:13:08
67,589000,tag4,43.5,false,1971-08-13,2013-07-15 10:13:09
68,590000,,45.0,true,1971-08-14,2013-07-15 10:13:10
69,591000,tag1,46.5,false,1971-08-15,2013-07-15 10:13:11
70,592000,tag2,48.0,true,1971-08-16,2013-07-15 10:13:12
71,593000,tag3,49.5,false,1971-08-17,2013-07-15 10:13:13
72,594000,tag4,51.0,true,1971-08-18,2013-07-15 10:13:14
73,595000,tag0,52.5,false,1971-08-19,2013-07-15 10:13:15
74,596000,tag1,54.0,true,1971-08-20,2013-07-15 10:13:16
75,597000,,55.5,false,1971-08-21,2013-07-15 10:13:17
76,598000,tag3,57.0,true,1971-08-22,2013-07-15 10:13:18
77,599000,tag4,58.5,false,1971-08-23,2013-07-15 10:13:19
78,600000,tag0,60.0,true,1971-08-24,2013-07-15 10:13:20
79,601000,tag1,61.5,false,1971-08-25,2013-07-15 10:13:21
80,602000,tag2,63.0,true,1971-08-26,2013-07-15 10:13:22
81,603000,tag3,64.5,false,1971-08-27,2013-07-15 10:13:23
82,604000,,66.0,true,1971-08-28,2013-07-15 10:13:24
83,605000,tag0,67.5,false,1971-08-29,2013-07-15 10:13:25
84,606000,tag1,69.0,true,1971-08-30,2013-07-15 10:13:26
85,607000,tag2,70.5,false,1971-08-31,2013-07-15 10:13:27
86,608000,tag3,72.0,true,1971-09-01,2013-07-15 10:13:28
87,609000,tag4,73.5,false,1971-09-02,2013-07-15 10:13:29
88,610000,tag0,75.0,true,1971-09-03,2013-07-15 10:13:30
89,611000,,76.5,false,1971-09-04,2013-07-15 10:13:31
90,612000,tag2,78.0,true,1971-09-05,2013-07-15 10:13:32
91,613000,tag3,79.5,false,1971-09-06,2013-07-15 10:13:33
92,614000,tag4,81.0,true,1971-09-07,2013-07-15 10:13:34
93,615000,tag0,82.5,false,1971-09-08,2013-07-15 10:13:35
94,616000,tag1,84.0,true,1971-09-09,2013-07-15 10:13:36
95,617000,tag2,85.5,false,1971-09-10,2013-07-15 10:13:37
96,618000,,87.0,true,1971-09-11,2013-07-15 10:13:38
0,619000,tag4,88.5,false,1971-09-12,2013-07-15 10:13:39
1,620000,tag0,90.0,true,1971-09-13,2013-07-15 10:13:40
2,621000,tag1,91.5,false,1971-09-14,2013-07-15 10:13:41
3,622000,tag2,93.0,true,1971-09-15,2013-07-15 10:13:42
4,623000,tag3,94.5,false,1971-09-16,2013-07-15 10:13:43
5,624000,tag4,0.0,true,1971-09-17,2013-07-15 10:13:44
6,625000,,1.5,false,1971-09-18,2013-07-15 10:13:45
7,626000,tag1,3.0,true,1971-09-19,2013-07-15 10:13:46
8,627000,tag2,4.5,false,1971-09-20,2013-07-15 10:13:47
9,628000,tag3,6.0,true,1971-09-21,2013-07-15 10:13:48
10,629000,tag4,7.5,false,1971-09-22,2013-07-15 10:13:49
11,630000,tag0,9.0,true,1971-09-23,2013-07-15 10:13:50
12,631000,tag1,10.5,false,1971-09-24,2013-07-15 10:13:51
13,632000,,12.0,true,1971-09-25,2013-07-15 10:13:52
14,633000,tag3,13.5,false,1971-09-26,2013-07-15 10:13:53
15,634000,tag4,15.0,true,1971-09-27,2013-07-15 10:13:54
16,635000,tag0,16.5,false,1971-09-28,2013-07-15 10:13:55
17,636000,tag1,18.0,true,1971-09-29,2013-07-15 10:13:56
18,637000,tag2,19.5,false,1971-09-30,2013-07-15 10:13:57
19,638000,tag3,21.0,true,1971-10-01,2013-07-15 10:13:58
20,639000,,22.5,false,1971-10-02,2013-07-15 10:13:59
21,640000,tag0,24.0,true,1971-10-03,2013-07-15 10:14:00
22,641000,tag1,25.5,false,1971-10-04,2013-07-15 10:14:01
23,642000,tag2,27.0,true,1971-10-05,2013-07-15 10:14:02
24,643000,tag3,28.5,false,1971-10-06,2013-07-15 10:14:03
25,644000,tag4,30.0,true,1971-10-07,2013-07-15 10:14:04
26,645000,tag0,31.5,false,1971-10-08,2013-07-15 10:14:05
27,646000,,33.0,true,1971-10-09,2013-07-15 10:14:06
28,647000,tag2,34.5,false,1971-10-10,2013-07-15 10:14:07
29,648000,tag3,36.0,true,1971-10-11,2013-07-15 10:14:08
30,649000,tag4,37.5,false,1971-10-12,2013-07-15 10:14:09
31,650000,tag0,39.0,true,1971-10-13,2013-07-15 10:14:10
32,651000,tag1,40.5,false,1971-10-14,2013-07-15 10:14:11
33,652000,tag2,42.0,true,1971-10-15,2013-07-15 10:14:12
34,653000,,43.5,false,1971-10-16,2013-07-15 10:14:13
35,654000,tag4,45.0,true,1971-10-17,2013-07-15 10:14:14
36,655000,tag0,46.5,false,1971-10-18,2013-07-15 10:14:15
37,656000,tag1,48.0,true,1971-10-19,2013-07-15 10:14:16
38,657000,tag2,49.5,false,1971-10-20,2013-07-15 10:14:17
39,658000,tag3,51.0,true,1971-10-21,2013-07-15 10:14:18
40,659000,tag4,52.5,false,1971-10-22,2013-07-15 10:14:19
41,660000,,54.0,true,1971-10-23,2013-07-15 10:14:20
42,661000,tag1,55.5,false,1971-10-24,2013-07-15 10:14:21
43,662000,tag2,57.0,true,1971-10-25,2013-07-15 10:14:22
44,663000,tag3,58.5,false,1971-10-26,2013-07-15 10:14:23
45,664000,tag4,60.0,true,1971-10-27,2013-07-15 10:14:24
46,665000,tag0,61.5,false,1971-10-28,2013-07-15 10:14:25
47,666000,tag1,63.0,true,1971-10-29,2013-07-15 10:14:26
48,667000,,64.5,false,1971-10-30,2013-07-15 10:14:27
49,668000,tag3,66.0,true,1971-10-31,2013-07-15 10:14:28
50,669000,tag4,67.5,false,1971-11-01,2013-07-15 10:14:29
51,670000,tag0,69.0,true,1971-11-02,2013-07-15 10:14:30
52,671000,tag1,70.5,false,1971-11-03,2013-07-15 10:14:31
53,672000,tag2,72.0,true,1971-11-04,2013-07-15 10:14:32
54,673000,tag3,73.5,false,1971-11-05,2013-07-15 10:14:33
55,674000,,75.0,true,1971-11-06,2013-07-15 10:14:34
56,675000,tag0,76.5,false,1971-11-07,2013-07-15 10:14:35
57,676000,tag1,78.0,true,1971-11-08,2013-07-15 10:14:36
58,677000,tag2,79.5,false,1971-11-09,2013-07-15 10:14:37
59,678000,tag3,81.0,true,1971-11-10,2013-07-15 10:14:38
60,679000,tag4,82.5,false,1971-11-11,2013-07-15 10:14:39
61,680000,tag0,84.0,true,1971-11-12,2013-07-15 10:14:40
62,681000,,85.5,false,1971-11-13,2013-07-15 10:14:41
63,682000,tag2,87.0,true,1971-11-14,2013-07-15 10:14:42
64,683000,tag3,88.5,false,1971-11-15,2013-07-15 10:14:43
65,684000,tag4,90.0,true,1971-11-16,2013-07-15 10:14:44
66,685000,tag0,91.5,false,1971-11-17,2013-07-15 10:14:45
67,686000,tag1,93.0,true,1971-11-18,2013-07-15 10:14:46
68,687000,tag2,94.5,false,1971-11-19,2013-07-15 10:14:47
69,688000,,0.0,true,1971-11-20,2013-07-15 10:14:48
70,689000,tag4,1.5,false,1971-11-21,2013-07-15 10:14:49
71,690000,tag0,3.0,true,1971-11-22,2013-07-15 10:14:50
72,691000,tag1,4.5,false,1971-11-23,2013-07-15 10:14:51
73,692000,tag2,6.0,true,1971-11-24,2013-07-15 10:14:52
74,693000,tag3,7.5,false,1971-11-25,2013-07-15 10:14:53
75,694000,tag4,9.0,true,1971-11-26,2013-07-15 10:14:54
76,695000,,10.5,false,1971-11-27,2013-07-15 10:14:55
77,696000,tag1,12.0,true,1971-11-28,2013-07-15 10:14:56
78,697000,tag2,13.5,false,1971-11-29,2013-07-15 10:14:57
79,698000,tag3,15.0,true,1971-11-30,2013-07-15 10:14:58
80,699000,tag4,16.5,false,1971-12-01,2013-07-15 10:14:59
81,700000,tag0,18.0,true,1971-12-02,2013-07-15 10:00:00
82,701000,tag1,19.5,false,1971-12-03,2013-07-15 10:00:01
83,702000,,21.0,true,1971-12-04,2013-07-15 10:00:02
84,703000,tag3,22.5,false,1971-12-05,2013-07-15 10:00:03
85,704000,tag4,24.0,true,1971-12-06,2013-07-15 10:00:04
86,705000,tag0,25.5,false,1971-12-07,2013-07-15 10:00:05
87,706000,tag1,27.0,true,1971-12-08,2013-07-15 10:00:06
88,707000,tag2,28.5,false,1971-12-09,2013-07-15 10:00:07
89,708000,tag3,30.0,true,1971-12-10,2013-07-15 10:00:08
90,709000,,31.5,false,1971-12-11,2013-07-15 10:00:09
91,710000,tag0,33.0,true,1971-12-12,2013-07-15 10:00:10
92,711000,tag1,34.5,false,1971-12-13,2013-07-15 10:00:11
93,712000,tag2,36.0,true,1971-12-14,2013-07-15 10:00:12
94,713000,tag3,37.5,false,1971-12-15,2013-07-15 10:00:13
95,714000,tag4,39.0,true,1971-12-16,2013-07-15 10:00:14
96,715000,tag0,40.5,false,1971-12-17,2013-07-15 10:00:15
0,716000,,42.0,true,1971-12-18,2013-07-15 10:00:16
1,717000,tag2,43.5,false,1971-12-19,2013-07-15 10:00:17
2,718000,tag3,45.0,true,1971-12-20,2013-07-15 10:00:18
3,719000,tag4,46.5,false,1971-12-21,2013-07-15 10:00:19
4,720000,tag0,48.0,true,1971-12-22,2013-07-15 10:00:20
5,721000,tag1,49.5,false,1971-12-23,2013-07-15 10:00:21
6,722000,tag2,51.0,true,1971-12-24,2013-07-15 10:00:22
7,723000,,52.5,false,1971-12-25,2013-07-15 10:00:23
8,724000,tag4,54.0,true,1971-12-26,2013-07-15 10:00:24
9,725000,tag0,55.5,false,1971-12-27,2013-07-15 10:00:25
10,726000,tag1,57.0,true,1971-12-28,2013-07-15 10:00:26
11,727000,tag2,58.5,false,1971-12-29,2013-07-15 10:00:27
12,728000,tag3,60.0,true,1971-12-30,2013-07-15 10:00:28
13,729000,tag4,61.5,false,1971-12-31,2013-07-15 10:00:29
14,730000,,63.0,true,1972-01-01,2013-07-15 10:00:30
15,731000,tag1,64.5,false,1972-01-02,2013-07-15 10:00:31
16,732000,tag2,66.0,true,1972-01-03,2013-07-15 10:00:32
17,733000,tag3,67.5,false,1972-01-04,2013-07-15 10:00:33
18,734000,tag4,69.0,true,1972-01-05,2013-07-15 10:00:34
19,735000,tag0,70.5,false,1972-01-06,2013-07-15 10:00:35
20,736000,tag1,72.0,true,1972-01-07,2013-07-15 10:00:36
21,737000,,73.5,false,1972-01-08,2013-07-15 10:00:37
22,738000,tag3,75.0,true,1972-01-09,2013-07-15 10:00:38
23,739000,tag4,76.5,false,1972-01-10,2013-07-15 10:00:39
24,740000,tag0,78.0,true,1972-01-11,2013-07-15 10:00:40
25,741000,tag1,79.5,false,1972-01-12,2013-07-15 10:00:41
26,742000,tag2,81.0,true,1972-01-13,2013-07-15 10:00:42
27,743000,tag3,82.5,false,1972-01-14,2013-07-15 10:00:43
28,744000,,84.0,true,1972-01-15,2013-07-15 10:00:44
29,745000,tag0,85.5,false,1972-01-16,2013-07-15 10:00:45
30,746000,tag1,87.0,true,1972-01-17,2013-07-15 10:00:46
31,747000,tag2,88.5,false,1972-01-18,2013-07-15 10:00:47
32,748000,tag3,90.0,true,1972-01-19,2013-07-15 10:00:48
33,749000,tag4,91.5,false,1972-01-20,2013-07-15 10:00:49
34,750000,tag0,93.0,true,1972-01-21,2013-07-15 10:00:50
35,751000,,94.5,false,1972-01-22,2013-07-15 10:00:51
36,752000,tag2,0.0,true,1972-01-23,2013-07-15 10:00:52
37,753000,tag3,1.5,false,1972-01-24,2013-07-15 10:00:53
38,754000,tag4,3.0,true,1972-01-25,2013-07-15 10:00:54
39,755000,tag0,4.5,false,1972-01-26,2013-07-15 10:00:55
40,756000,tag1,6.0,true,1972-01-27,2013-07-15 10:00:56
41,757000,tag2,7.5,false,1972-01-28,2013-07-15 10:00:57
42,758000,,9.0,true,1972-01-29,2013-07-15 10:00:58
43,759000,tag4,10.5,false,1972-01-30,2013-07-15 10:00:59
44,760000,tag0,12.0,true,1972-01-31,2013-07-15 10:01:00
45,761000,tag1,13.5,false,1972-02-01,2013-07-15 10:01:01
46,762000,tag2,15.0,true,1972-02-02,2013-07-15 10:01:02
47,763000,tag3,16.5,false,1972-02-03,2013-07-15 10:01:03
48,764000,tag4,18.0,true,1972-02-04,2013-07-15 10:01:04
49,765000,,19.5,false,1972-02-05,2013-07-15 10:01:05
50,766000,tag1,21.0,true,1972-02-06,2013-07-15 10:01:06
51,767000,tag2,22.5,false,1972-02-07,2013-07-15 10:01:07
52,768000,tag3,24.0,true,1972-02-08,2013-07-15 10:01:08
53,769000,tag4,25.5,false,1972-02-09,2013-07-15 10:01:09
54,770000,tag0,27.0,true,1972-02-10,2013-07-15 10:01:10
55,771000,tag1,28.5,false,1972-02-11,2013-07-15 10:01:11
56,772000,,30.0,true,1972-02-12,2013-07-15 10:01:12
57,773000,tag3,31.5,false,1972-02-13,2013-07-15 10:01:13
58,774000,tag4,33.0,true,1972-02-14,2013-07-15 10:01:14
59,775000,tag0,34.5,false,1972-02-15,2013-07-15 10:01:15
60,776000,tag1,36.0,true,1972-02-16,2013-07-15 10:01:16
61,777000,tag2,37.5,false,1972-02-17,2013-07-15 10:01:17
62,778000,tag3,39.0,true,1972-02-18,2013-07-15 10:01:18
63,779000,,40.5,false,1972-02-19,2013-07-15 10:01:19
64,780000,tag0,42.0,true,1972-02-20,2013-07-15 10:01:20
65,781000,tag1,43.5,false,1972-02-21,2013-07-15 10:01:21
66,782000,tag2,45.0,true,1972-02-22,2013-07-15 10:01:22
67,783000,tag3,46.5,false,1972-02-23,2013-07-15 10:01:23
68,784000,tag4,48.0,true,1972-02-24,2013-07-15 10:01:24
69,785000,tag0,49.5,false,1972-02-25,2013-07-15 10:01:25
70,786000,,51.0,true,1972-02-26,2013-07-15 10:01:26
71,787000,tag2,52.5,false,1972-02-27,2013-07-15 10:01:27
72,788000,tag3,54.0,true,1972-02-28,2013-07-15 10:01:28
73,789000,tag4,55.5,false,1972-02-29,2013-07-15 10:01:29
74,790000,tag0,57.0,true,1972-03-01,2013-07-15 10:01:30
75,791000,tag1,58.5,false,1972-03-02,2013-07-15 10:01:31
76,792000,tag2,60.0,true,1972-03-03,2013-07-15 10:01:32
77,793000,,61.5,false,1972-03-04,2013-07-15 10:01:33
78,794000,tag4,63.0,true,1972-03-05,2013-07-15 10:01:34
79,795000,tag0,64.5,false,1972-03-06,2013-07-15 10:01:35
80,796000,tag1,66.0,true,1972-03-07,2013-07-15 10:01:36
81,797000,tag2,67.5,false,1972-03-08,2013-07-15 10:01:37
82,798000,tag3,69.0,true,1972-03-09,2013-07-15 10:01:38
83,799000,tag4,70.5,false,1972-03-10,2013-07-15 10:01:39
84,800000,,72.0,true,1972-03-11,2013-07-15 10:01:40
85,801000,tag1,73.5,false,1972-03-12,2013-07-15 10:01:41
86,802000,tag2,75.0,true,1972-03-13,2013-07-15 10:01:42
87,803000,tag3,76.5,false,1972-03-14,2013-07-15 10:01:43
88,804000,tag4,78.0,true,1972-03-15,2013-07-15 10:01:44
89,805000,tag0,79.5,false,1972-03-16,2013-07-15 10:01:45
90,806000,tag1,81.0,true,1972-03-17,2013-07-15 10:01:46
91,807000,,82.5,false,1972-03-18,2013-07-15 10:01:47
92,808000,tag3,84.0,true,1972-03-19,2013-07-15 10:01:48
93,809000,tag4,85.5,false,1972-03-20,2013-07-15 10:01:49
94,810000,tag0,87.0,true,1972-03-21,2013-07-15 10:01:50
95,811000,tag1,88.5,false,1972-03-22,2013-07-15 10:01:51
96,812000,tag2,90.0,true,1972-03-23,2013-07-15 10:01:52
0,813000,tag3,91.5,false,1972-03-24,2013-07-15 10:01:53
1,814000,,93.0,true,1972-03-25,2013-07-15 10:01:54
2,815000,tag0,94.5,false,1972-03-26,2013-07-15 10:01:55
3,816000,tag1,0.0,true,1972-03-27,2013-07-15 10:01:56
4,817000,tag2,1.5,false,1972-03-28,2013-07-15 10:01:57
5,818000,tag3,3.0,true,1972-03-29,2013-07-15 10:01:58
6,819000,tag4,4.5,false,1972-03-30,2013-07-15 10:01:59
7,820000,tag0,6.0,true,1972-03-31,2013-07-15 10:02:00
8,821000,,7.5,false,1972-04-01,2013-07-15 10:02:01
9,822000,tag2,9.0,true,1972-04-02,2013-07-15 10:02:02
10,823000,tag3,10.5,false,1972-04-03,2013-07-15 10:02:03
11,824000,tag4,12.0,true,1972-04-04,2013-07-15 10:02:04
12,825000,tag0,13.5,false,1972-04-05,2013-07-15 10:02:05
13,826000,tag1,15.0,true,1972-04-06,2013-07-15 10:02:06
14,827000,tag2,16.5,false,1972-04-07,2013-07-15 10:02:07
15,828000,,18.0,true,1972-04-08,2013-07-15 10:02:08
16,829000,tag4,19.5,false,1972-04-09,2013-07-15 10:02:09
17,830000,tag0,21.0,true,1972-04-10,2013-07-15 10:02:10
18,831000,tag1,22.5,false,1972-04-11,2013-07-15 10:02:11
19,832000,tag2,24.0,true,1972-04-12,2013-07-15 10:02:12
20,833000,tag3,25.5,false,1972-04-13,2013-07-15 10:02:13
21,834000,tag4,27.0,true,1972-04-14,2013-07-15 10:02:14
22,835000,,28.5,false,1972-04-15,2013-07-15 10:02:15
23,836000,tag1,30.0,true,1972-04-16,2013-07-15 10:02:16
24,837000,tag2,31.5,false,1972-04-17,2013-07-15 10:02:17
25,838000,tag3,33.0,true,1972-04-18,2013-07-15 10:02:18
26,839000,tag4,34.5,false,1972-04-19,2013-07-15 10:02:19
27,840000,tag0,36.0,true,1972-04-20,2013-07-15 10:02:20
28,841000,tag1,37.5,false,1972-04-21,2013-07-15 10:02:21
29,842000,,39.0,true,1972-04-22,2013-07-15 10:02:22
30,843000,tag3,40.5,false,1972-04-23,2013-07-15 10:02:23
31,844000,tag4,42.0,true,1972-04-24,2013-07-15 10:02:24
32,845000,tag0,43.5,false,1972-04-25,2013-07-15 10:02:25
33,846000,tag1,45.0,true,1972-04-26,2013-07-15 10:02:26
34,847000,tag2,46.5,false,1972-04-27,2013-07-15 10:02:27
35,848000,tag3,48.0,true,1972-04-28,2013-07-15 10:02:28
36,849000,,49.5,false,1972-04-29,2013-07-15 10:02:29
37,850000,tag0,51.0,true,1972-04-30,2013-07-15 10:02:30
38,851000,tag1,52.5,false,1972-05-01,2013-07-15 10:02:31
39,852000,tag2,54.0,true,1972-05-02,2013-07-15 10:02:32
40,853000,tag3,55.5,false,1972-05-03,2013-07-15 10:02:33
41,854000,tag4,57.0,true,1972-05-04,2013-07-15 10:02:34
42,855000,tag0,58.5,false,1972-05-05,2013-07-15 10:02:35
43,856000,,60.0,true,1972-05-06,2013-07-15 10:02:36
44,857000,tag2,61.5,false,1972-05-07,2013-07-15 10:02:37
45,858000,tag3,63.0,true,1972-05-08,2013-07-15 10:02:38
46,859000,tag4,64.5,false,1972-05-09,2013-07-15 10:02:39
47,860000,tag0,66.0,true,1972-05-10,2013-07-15 10:02:40
48,861000,tag1,67.5,false,1972-05-11,2013-07-15 10:02:41
49,862000,tag2,69.0,true,1972-05-12,2013-07-15 10:02:42
50,863000,,70.5,false,1972-05-13,2013-07-15 10:02:43
51,864000,tag4,72.0,true,1972-05-14,2013-07-15 10:02:44
52,865000,tag0,73.5,false,1972-05-15,2013-07-15 10:02:45
53,866000,tag1,75.0,true,1972-05-16,2013-07-15 10:02:46
54,867000,tag2,76.5,false,1972-05-17,2013-07-15 10:02:47
55,868000,tag3,78.0,true,1972-05-18,2013-07-15 10:02:48
56,869000,tag4,79.5,false,1972-05-19,2013-07-15 10:02:49
57,870000,,81.0,true,1972-05-20,2013-07-15 10:02:50
58,871000,tag1,82.5,false,1972-05-21,2013-07-15 10:02:51
59,872000,tag2,84.0,true,1972-05-22,2013-07-15 10:02:52
60,873000,tag3,85.5,false,1972-05-23,2013-07-15 10:02:53
61,874000,tag4,87.0,true,1972-05-24,2013-07-15 10:02:54
62,875000,tag0,88.5,false,1972-05-25,2013-07-15 10:02:55
63,876000,tag1,90.0,true,1972-05-26,2013-07-15 10:02:56
64,877000,,91.5,false,1972-05-27,2013-07-15 10:02:57
65,878000,tag3,93.0,true,1972-05-28,2013-07-15 10:02:58
66,879000,tag4,94.5,false,1972-05-29,2013-07-15 10:02:59
67,880000,tag0,0.0,true,1972-05-30,2013-07-15 10:03:00
68,881000,tag1,1.5,false,1972-05-31,2013-07-15 10:03:01
69,882000,tag2,3.0,true,1972-06-01,2013-07-15 10:03:02
70,883000,tag3,4.5,false,1972-06-02,2013-07-15 10:03:03
71,884000,,6.0,true,1972-06-03,2013-07-15 10:03:04
72,885000,tag0,7.5,false,1972-06-04,2013-07-15 10:03:05
73,886000,tag1,9.0,true,1972-06-05,2013-07-15 10:03:06
74,887000,tag2,10.5,false,1972-06-06,2013-07-15 10:03:07
75,888000,tag3,12.0,true,1972-06-07,2013-07-15 10:03:08
76,889000,tag4,13.5,false,1972-06-08,2013-07-15 10:03:09
77,890000,tag0,15.0,true,1972-06-09,2013-07-15 10:03:10
78,891000,,16.5,false,1972-06-10,2013-07-15 10:03:11
79,892000,tag2,18.0,true,1972-06-11,2013-07-15 10:03:12
80,893000,tag3,19.5,false,1972-06-12,2013-07-15 10:03:13
81,894000,tag4,21.0,true,1972-06-13,2013-07-15 10:03:14
82,895000,tag0,22.5,false,1972-06-14,2013-07-15 10:03:15
83,896000,tag1,24.0,true,1972-06-15,2013-07-15 10:03:16
84,897000,tag2,25.5,false,1972-06-16,2013-07-15 10:03:17
85,898000,,27.0,true,1972-06-17,2013-07-15 10:03:18
